EnsemblID,gene_name,Chr,Biotype,ChrCat,logFC_UCLA,CI.L_UCLA,CI.R_UCLA,AveExpr_UCLA_AllSamples,AveExpr_UCLA_Males,AveExpr_UCLA_Females,t_UCLA,P.Value_UCLA,adj.P.Val_UCLA,B_UCLA,SE_UCLA,SE2_UCLA,absLogFC_UCLA,power_alpha0.05_UCLA,power_alpha0.1_UCLA,logFC_BV,CI.L_BV,CI.R_BV,AveExpr_BV_AllSamples,AveExpr_BV_Males,AveExpr_BV_Females,t_BV,P.Value_BV,adj.P.Val_BV,B_BV,SE_BV,SE2_BV,absLogFC_BV,power_alpha0.05_BV,power_alpha0.1_BV,invNorm_adjPval,invNorm_testStats,invNorm_rawPval
ENSG00000109911,ELP4,chr11,protein_coding,Auto,0.006449299,-0.03306963,0.045968229,3.855480689,3.970605462,3.964156161,0.322162187,0.747727737,0.989640717,-8.779897046,0.020162719,0.000406535,0.006449299,0.061836273,0.117420028,-0.010420205,-0.081279487,0.060439078,5.540170151,4.945732458,4.919509253,-0.293490882,0.770048803,0.989562689,-8.581930049,0.036152695,0.001307017,0.010420205,0.059643967,0.114290223,0.992056654,-0.968033071,0.833486073
ENSG00000109917,ZNF259,chr11,protein_coding,Auto,-0.000454906,-0.024738636,0.023828824,5.88978515,6.027887362,6.028342269,-0.036980569,0.970544116,0.997460876,-9.267881681,0.012389658,0.000153504,0.000454906,0.0501549,0.10023014,0.000470615,-0.054890308,0.055831539,5.328984388,5.913646157,5.925516544,0.016965942,0.98651391,0.999247825,-8.585782246,0.028245369,0.000797801,0.000470615,0.050032047,0.100047859,0.999818713,-2.807766373,0.99750568
ENSG00000109919,MTCH2,chr11,protein_coding,Auto,-0.007272792,-0.030496755,0.015951171,6.350799079,6.543590295,6.550863087,-0.618204327,0.537272362,0.983641427,-9.130075907,0.011848961,0.000140398,0.007272792,0.094286889,0.163603957,-0.006210439,-0.054682571,0.042261693,5.911504258,5.845244993,5.842024367,-0.255708581,0.79895466,0.991466797,-8.613980682,0.024730679,0.000611607,0.006210439,0.057311086,0.110853739,0.98579049,-0.550236221,0.708921319
ENSG00000109920,FNBP4,chr11,protein_coding,Auto,0.006418975,-0.014841595,0.027679544,6.95466725,7.061812915,7.05539394,0.596016051,0.551961408,0.987750534,-9.194272835,0.010847229,0.000117662,0.006418975,0.091107617,0.159173432,0.024571372,-0.018560605,0.067703349,5.910067249,6.136359021,6.120688519,1.136959916,0.259581186,0.934695683,-8.006129929,0.022006111,0.000484269,0.024571372,0.201722183,0.304573974,0.95085368,0.256094603,0.398938894
ENSG00000109927,TECTA,chr11,protein_coding,Auto,-0.004771628,-0.046784423,0.037241168,3.592398968,4.12649178,4.131263406,-0.224208548,0.822865685,0.989640717,-8.720108316,0.0214351,0.000459464,0.004771628,0.055712808,0.108449208,0.065135652,-0.008626208,0.138897512,3.677426628,3.907399346,3.856677986,1.762389991,0.08253732,0.8497762,-6.759816771,0.037633602,0.001416288,0.065135652,0.411997441,0.540101719,0.959518366,0.019046676,0.492401935
ENSG00000109929,SC5D,chr11,protein_coding,Auto,-0.00316993,-0.035759332,0.029419473,6.691937062,6.812035534,6.815205464,-0.192017331,0.847959005,0.989760309,-9.335305091,0.016627246,0.000276465,0.00316993,0.054186357,0.106199282,0.062929181,0.004433457,0.121424905,6.164639739,6.098407704,6.089319765,2.147054507,0.035389978,0.74052507,-6.397241379,0.029844757,0.00089071,0.062929181,0.562178327,0.684670308,0.955913396,0.17172103,0.431828426
ENSG00000109944,C11orf63,chr11,protein_coding,Auto,0.023853971,-0.051864623,0.099572566,3.327734198,4.024846561,4.000992584,0.621906871,0.534840642,0.983531926,-8.513006992,0.038631936,0.001492426,0.023853971,0.094829477,0.164358163,-0.033828393,-0.139452501,0.071795715,3.925648706,4.426962252,4.406269258,-0.639195078,0.524862554,0.970968225,-8.154361113,0.053889851,0.002904116,0.033828393,0.096583966,0.167127744,0.967555814,-0.107382204,0.542757114
ENSG00000109956,B3GAT1,chr11,protein_coding,Auto,0.005199148,-0.043450914,0.053849211,8.238975078,8.826878718,8.821679571,0.210967712,0.833166469,0.989640717,-9.410750489,0.024821461,0.000616105,0.005199148,0.055056034,0.10748183,0.010751954,-0.069953129,0.091457037,7.23714726,6.480692956,6.544308179,0.265889766,0.791135778,0.991466797,-8.642265761,0.041176063,0.001695468,0.010751954,0.057907534,0.11173356,0.995488008,-1.255446436,0.895341629
ENSG00000109971,HSPA8,chr11,protein_coding,Auto,-0.012194932,-0.042606008,0.018216144,10.37669977,10.40199953,10.41419446,-0.791616432,0.429693299,0.982329245,-9.174173373,0.015515855,0.000240742,0.012194932,0.123437131,0.203368529,-0.024855303,-0.090958929,0.041248322,9.811205503,9.234194302,9.309152133,-0.750427781,0.455608974,0.966354765,-8.270196833,0.03372634,0.001137466,0.024855303,0.114667529,0.192018243,0.955833715,0.209172576,0.41715676
ENSG00000110002,VWA5A,chr11,protein_coding,Auto,0.021387506,-0.079207536,0.121982548,1.769397979,1.667938801,1.646551295,0.419711399,0.675229018,0.988868367,-8.167640952,0.051324001,0.002634153,0.021387506,0.070180172,0.129506838,0.168996656,-0.002867518,0.34086083,1.064943053,0.860291481,0.673932283,1.962491882,0.05383518,0.780478864,-5.771980677,0.087685803,0.0076888,0.168996656,0.489889859,0.617269151,0.925679102,0.533101264,0.296981742
ENSG00000110011,DNAJC4,chr11,protein_coding,Auto,0.002072952,-0.047347091,0.051492996,2.678196789,1.894289963,1.89221701,0.082804394,0.934105006,0.995986139,-8.498972225,0.025214308,0.000635761,0.002072952,0.050776915,0.101153698,0.054095537,-0.071762361,0.179953434,1.554356841,0.189889878,0.120158643,0.857819815,0.394032185,0.964013124,-7.363550433,0.064213213,0.004123337,0.054095537,0.135082019,0.219436361,0.994028858,-1.092218246,0.862631408
ENSG00000110013,SIAE,chr11,protein_coding,Auto,0.032368085,-0.036870222,0.101606392,1.927029286,2.900414775,2.868046691,0.922864135,0.357392834,0.969218707,-7.86757829,0.035325667,0.001247903,0.032368085,0.150632157,0.239190799,0.083047909,-0.027321455,0.193417274,2.421487208,2.249351131,2.106810172,1.501741815,0.137834618,0.903407363,-6.840168226,0.0563109,0.003170917,0.083047909,0.316046553,0.438017088,0.903441363,0.917020247,0.179566015
ENSG00000110031,LPXN,chr11,protein_coding,Auto,0.000219132,-0.057885273,0.058323538,2.189741033,1.711876686,1.711657554,0.007444997,0.994068582,0.998635822,-8.347444678,0.029645105,0.000878832,0.000219132,0.050006278,0.100009328,-0.019047021,-0.097040737,0.058946695,3.308942089,3.170004399,3.13850279,-0.487396679,0.627558828,0.978501868,-8.087717347,0.039792712,0.00158346,0.019047021,0.07684072,0.139243257,0.997689918,-2.260612722,0.988108375
ENSG00000110042,DTX4,chr11,protein_coding,Auto,-0.006932146,-0.046013059,0.032148767,7.340519569,7.613598179,7.620530323,-0.350162944,0.726652157,0.989640717,-9.335125442,0.019939241,0.000397573,0.006932146,0.063999926,0.120569166,0.003524465,-0.077029487,0.084078417,7.308132586,7.130635449,7.156233461,0.08732156,0.930674838,0.997821074,-8.674915169,0.041098955,0.001689124,0.003524465,0.050849337,0.101267556,0.996077762,-1.333455908,0.908808882
ENSG00000110046,ATG2A,chr11,protein_coding,Auto,0.002347207,-0.033701796,0.03839621,4.270462953,4.591146662,4.588799453,0.12853616,0.897877419,0.992727266,-8.9324908,0.018392349,0.000338278,0.002347207,0.051873295,0.102779286,0.015801799,-0.076159269,0.107762866,3.351868442,3.642425317,3.608811769,0.342939596,0.732711231,0.989109972,-8.137876869,0.046918912,0.002201384,0.015801799,0.063193702,0.119495005,0.996077762,-1.398496938,0.919018054
ENSG00000110047,EHD1,chr11,protein_coding,Auto,0.002094946,-0.025285801,0.029475694,5.212576582,5.047564797,5.045469851,0.151040988,0.880123402,0.990774079,-9.146496328,0.013969769,0.000195154,0.002094946,0.052587803,0.103837104,-0.018497511,-0.08760703,0.050612009,4.67329649,3.771182466,3.770605896,-0.534183569,0.594972195,0.977030856,-8.340135201,0.035259959,0.001243265,0.018497511,0.082327399,0.147070891,0.994028858,-1.106051813,0.865647953
ENSG00000110048,OSBP,chr11,protein_coding,Auto,0.00498813,-0.017027767,0.027004027,6.054259012,6.419192442,6.414204312,0.447268761,0.655253362,0.988161107,-9.187973842,0.011232601,0.000126171,0.00498813,0.072950002,0.133485438,0.018227378,-0.027529741,0.063984496,5.591018979,6.03555534,6.069016536,0.795024726,0.429389965,0.966354765,-8.306419079,0.023345469,0.000545011,0.018227378,0.122791072,0.203011867,0.974951356,-0.229347377,0.590700533
ENSG00000110060,PUS3,chr11,protein_coding,Auto,-0.015137811,-0.054669682,0.024394059,3.522426624,3.836716718,3.85185453,-0.755932343,0.450741446,0.982329245,-8.457155988,0.020169322,0.000406802,0.015137811,0.116810466,0.194459375,-0.024527853,-0.114665485,0.06560978,2.728542856,2.59644773,2.627521512,-0.543085864,0.58886232,0.977030856,-7.869825621,0.045988588,0.00211495,0.024527853,0.083431292,0.1486383,0.959961496,-0.024624472,0.50982275
ENSG00000110063,DCPS,chr11,protein_coding,Auto,-0.008805795,-0.058454721,0.040843132,2.306968149,2.151868339,2.160674133,-0.350127227,0.726678911,0.989640717,-8.330929469,0.025331085,0.000641664,0.008805795,0.06399705,0.120564987,-0.009443317,-0.108915068,0.090028435,1.882332115,0.9949922,1.066579783,-0.189469758,0.850294095,0.994129994,-7.799643067,0.050750894,0.002575653,0.009443317,0.054006147,0.105963333,0.994028858,-1.083361338,0.860675965
ENSG00000110066,SUV420H1,chr11,protein_coding,Auto,0.000589329,-0.017084722,0.018263379,7.848375946,7.995339494,7.994750165,0.065824693,0.947595149,0.996338929,-9.416662755,0.009017373,8.13E-05,0.000589329,0.050490871,0.100729103,0.005606464,-0.045562413,0.056775341,7.340347569,7.647179706,7.61622841,0.218674556,0.827564385,0.994129994,-8.655196907,0.02610657,0.000681553,0.005606464,0.055340599,0.107941093,0.997015863,-1.872042612,0.969399646
ENSG00000110074,FOXRED1,chr11,protein_coding,Auto,-0.0072953,-0.058799189,0.044208588,4.323274888,4.255256328,4.262551627,-0.279621369,0.780109718,0.989640717,-8.911547897,0.026277494,0.000690507,0.0072953,0.058901986,0.113132188,0.018856686,-0.078738177,0.116451549,3.719378147,3.750261381,3.735487538,0.385614642,0.700996523,0.9868425,-8.215004334,0.049793297,0.002479372,0.018856686,0.06671368,0.124627857,0.991712693,-0.935342927,0.8251942
ENSG00000110075,PPP6R3,chr11,protein_coding,Auto,0.009510196,-0.005113432,0.024133824,7.502866871,7.551744451,7.542234255,1.283812336,0.200963852,0.94030694,-8.579062243,0.007461035,5.57E-05,0.009510196,0.247770501,0.358846741,0.027846521,-0.012629541,0.068322583,7.584217436,7.260068839,7.244595912,1.373054575,0.174286405,0.914501434,-7.725364199,0.020651052,0.000426466,0.027846521,0.272571613,0.388927749,0.862305821,1.221011474,0.111040838
ENSG00000110076,NRXN2,chr11,protein_coding,Auto,0.015041234,-0.014479571,0.044562039,7.34803384,7.415998509,7.400957273,1.005825108,0.315936725,0.963736521,-8.889101463,0.015061635,0.000226853,0.015041234,0.170104741,0.264160125,0.006361322,-0.047131215,0.05985386,7.454251158,7.051571042,7.05987032,0.237339114,0.813113683,0.993527927,-8.643848494,0.027292111,0.000744859,0.006361322,0.056294728,0.109352576,0.967524059,-0.106647242,0.542465581
ENSG00000110080,ST3GAL4,chr11,protein_coding,Auto,0.027205647,-0.019389139,0.073800433,3.700514107,3.774096441,3.746890793,1.152627407,0.250690039,0.949369967,-8.125363039,0.02377285,0.000565148,0.027205647,0.208806119,0.312264248,-0.008940359,-0.092879196,0.074998478,3.87908853,3.462753746,3.538735423,-0.212572523,0.832302012,0.994129994,-8.301738043,0.042825937,0.001834061,0.008940359,0.055045739,0.107504455,0.959651253,0.011144507,0.495554077
ENSG00000110090,CPT1A,chr11,protein_coding,Auto,0.004816864,-0.051890292,0.06152402,3.36440479,2.407502566,2.402685698,0.167684815,0.867031603,0.990774079,-8.678077657,0.028932223,0.000837074,0.004816864,0.053190702,0.104728728,-0.039894377,-0.162140767,0.082352012,2.229691678,2.230279874,2.24026345,-0.651314527,0.517058122,0.970883579,-7.724850066,0.062370607,0.003890093,0.039894377,0.098404331,0.169660443,0.991787207,-0.942399295,0.827005876
ENSG00000110092,CCND1,chr11,protein_coding,Auto,-0.071819956,-0.156901814,0.013261903,2.631330256,2.698554333,2.770374285,-1.666385082,0.097487867,0.891711927,-7.108277799,0.043409111,0.001884351,0.071819956,0.381078116,0.506403963,-0.398193266,-0.617053206,-0.179333327,1.986082101,3.381488696,3.468460608,-3.631137957,0.000545116,0.113740193,-1.736074278,0.111663235,0.012468678,0.398193266,0.947272396,0.974381096,0.188319452,2.913542872,0.001786764
ENSG00000110104,CCDC86,chr11,protein_coding,Auto,-0.020816803,-0.077507522,0.035873916,2.286566865,2.557703167,2.57851997,-0.724885253,0.469524217,0.983531926,-8.114712208,0.028923836,0.000836588,0.020816803,0.111310869,0.187008751,-0.08607121,-0.211469555,0.039327135,1.27502086,2.806607768,2.771372137,-1.369875872,0.175272144,0.914582786,-6.719940223,0.063978748,0.00409328,0.08607121,0.271537077,0.387736168,0.921315062,0.590113919,0.277557139
ENSG00000110107,PRPF19,chr11,protein_coding,Auto,0.010113372,-0.022102786,0.04232953,5.661597464,5.658416575,5.648303202,0.61971134,0.536281925,0.983531926,-9.040179834,0.016436815,0.000270169,0.010113372,0.094507312,0.163910416,0.030336943,-0.044153724,0.104827609,5.444502634,5.542095237,5.47563691,0.812802558,0.419193136,0.96572904,-8.266213022,0.038005442,0.001444414,0.030336943,0.126169278,0.207550846,0.95915853,0.039966253,0.484060016
ENSG00000110108,TMEM109,chr11,protein_coding,Auto,0.014460297,-0.03591316,0.064833754,2.797649735,3.233854672,3.219394375,0.566686234,0.571678722,0.987780657,-8.37555173,0.025700743,0.000660528,0.014460297,0.087094207,0.153552576,0.009912495,-0.088241184,0.108066175,2.575516069,3.011250634,2.887777058,0.20155405,0.840872452,0.994129994,-7.964868527,0.050078408,0.002507847,0.009912495,0.054534925,0.106747532,0.988606663,-0.712529787,0.761931613
ENSG00000110148,CCKBR,chr11,protein_coding,Auto,0.060329351,-0.070101012,0.190759714,2.28251873,2.038478235,1.978148887,0.913097497,0.362491192,0.971474941,-7.976126115,0.066546104,0.004428384,0.060329351,0.148455677,0.236365787,0.18237449,-0.052053047,0.416802026,2.626942086,1.461074671,1.278454399,1.552639312,0.12519274,0.899440648,-6.826696304,0.119605886,0.014305568,0.18237449,0.334044866,0.457799172,0.903441363,0.939254748,0.173799983
ENSG00000110169,HPX,chr11,protein_coding,Auto,-0.042306634,-0.119254843,0.034641576,2.370733743,1.936951382,1.979258016,-1.085368347,0.279303341,0.954526432,-7.810640627,0.039259291,0.001541292,0.042306634,0.190412046,0.289642668,0.064401332,-0.092648834,0.221451499,1.848675694,3.294802286,3.100521508,0.818411202,0.416006644,0.964382787,-7.493446533,0.080127636,0.006420438,0.064401332,0.12725187,0.209001425,0.9174339,0.602544289,0.273405946
ENSG00000110171,TRIM3,chr11,protein_coding,Auto,-0.00952997,-0.036615561,0.01755562,5.772941959,5.330440644,5.339970615,-0.694577078,0.48827353,0.983531926,-9.011176206,0.013819179,0.00019097,0.00952997,0.106180088,0.180010136,0.034814641,-0.02447851,0.094107792,5.225818654,5.264659245,5.21373303,1.171851284,0.245382586,0.930316717,-7.889918615,0.030251608,0.00091516,0.034814641,0.211396481,0.316438447,0.93993831,0.413271291,0.33970393
ENSG00000110172,CHORDC1,chr11,protein_coding,Auto,-0.02740112,-0.067981796,0.013179556,6.326622986,5.979946754,6.007347876,-1.332957302,0.184338826,0.935858129,-8.430288932,0.020704426,0.000428673,0.02740112,0.263363326,0.377011794,0.051149199,-0.019202726,0.121501124,5.479713963,6.025131468,6.034885887,1.451035254,0.151408646,0.908743945,-7.560155881,0.035893839,0.001288368,0.051149199,0.298551432,0.418489776,0.842003101,1.32370015,0.092801324
ENSG00000110200,ANAPC15,chr11,protein_coding,Auto,-0.009698747,-0.046154009,0.026756515,3.906528275,4.440420002,4.450118748,-0.525197439,0.600133838,0.987780657,-8.715367701,0.018599624,0.000345946,0.009698747,0.08178243,0.146064387,-0.023917623,-0.124995105,0.077159859,2.94841622,2.727419231,2.707085913,-0.472257332,0.638268672,0.97964495,-7.969988567,0.051570144,0.00265948,0.023917623,0.075178419,0.136859326,0.983384103,-0.409150176,0.658785272
ENSG00000110218,PANX1,chr11,protein_coding,Auto,0.012130548,-0.015556812,0.039817907,7.024422834,6.913269504,6.901138957,0.86490035,0.388318711,0.975493453,-9.000997763,0.014126204,0.00019955,0.012130548,0.138074489,0.222792883,0.023150104,-0.033016958,0.079317167,6.875563932,6.989793038,6.974761844,0.822595539,0.413638906,0.964382787,-8.342394018,0.028656665,0.000821204,0.023150104,0.128064431,0.210088921,0.944141137,0.357349528,0.360415078
ENSG00000110237,ARHGEF17,chr11,protein_coding,Auto,0.033970723,0.001238619,0.066702827,5.47401433,5.316210266,5.282239543,2.048792947,0.042027699,0.781904992,-7.117289322,0.016700053,0.000278892,0.033970723,0.530794361,0.653963121,0.036888914,-0.036377929,0.110155756,5.09605832,5.234823614,5.235768853,1.004855248,0.318560619,0.945924575,-8.052139689,0.037381042,0.001397342,0.036888914,0.167764107,0.261970871,0.764815603,1.692316157,0.045292854
ENSG00000110274,CEP164,chr11,protein_coding,Auto,-0.030175924,-0.059640069,-0.000711779,5.719954488,6.356365629,6.386541551,-2.021780206,0.044775488,0.781904992,-7.210283863,0.015032727,0.000225983,0.030175924,0.520105191,0.643999101,0.011602798,-0.050595874,0.07380147,5.237111906,4.655511679,4.669370286,0.372303174,0.71083525,0.988563469,-8.514086169,0.031734016,0.001007048,0.011602798,0.065570122,0.122963368,0.878507975,1.087600323,0.138385794
ENSG00000110315,RNF141,chr11,protein_coding,Auto,0.002807201,-0.031659479,0.037273881,6.055656865,6.48154916,6.478741959,0.160783402,0.872455906,0.990774079,-9.275082915,0.017585041,0.000309234,0.002807201,0.052933012,0.104347738,0.067810296,0.006159542,0.129461049,5.614127319,5.873372326,5.797814781,2.19519124,0.03159775,0.731443946,-6.260700327,0.031454466,0.000989383,0.067810296,0.580794122,0.701392646,0.956438981,0.109378253,0.456451241
ENSG00000110318,KIAA1377,chr11,protein_coding,Auto,0.002619519,-0.076398379,0.081637418,5.291050303,5.29685369,5.294234172,0.065443017,0.947898574,0.996338929,-9.16058419,0.040315254,0.00162532,0.002619519,0.050485194,0.100720674,-0.083299398,-0.222172074,0.055573278,5.721532296,6.31551614,6.452144526,-1.197126849,0.23545078,0.928287564,-7.917700597,0.070853406,0.005020205,0.083299398,0.21858278,0.325177316,0.991712693,-0.934126681,0.824880725
ENSG00000110321,EIF4G2,chr11,protein_coding,Auto,0.002710606,-0.015413664,0.020834877,10.12562367,10.22980874,10.22709813,0.295238575,0.7681738,0.989640717,-9.440764978,0.009247077,8.55E-05,0.002710606,0.05992993,0.114636566,0.005078304,-0.047635713,0.057792322,9.476267126,9.620174702,9.653246321,0.192268318,0.848110171,0.994129994,-8.552711814,0.026894907,0.000723336,0.005078304,0.054125701,0.106140695,0.994028858,-1.185435358,0.882077321
ENSG00000110324,IL10RA,chr11,protein_coding,Auto,-0.033939067,-0.116451153,0.048573019,1.491409475,0.176834202,0.210773267,-0.811987862,0.417940085,0.982329245,-7.841631921,0.042098003,0.001772242,0.033939067,0.127367103,0.208617671,-0.071298138,-0.241635986,0.09903971,0.952319976,0.179062862,0.173035913,-0.835376288,0.406457491,0.964382787,-7.228114974,0.086907065,0.007552838,0.071298138,0.130574202,0.213441078,0.945258277,0.304602126,0.3803346
ENSG00000110328,GALNT18,chr11,protein_coding,Auto,-0.010755229,-0.084666386,0.063155927,3.532723126,3.278057221,3.28881245,-0.287261144,0.774264061,0.989640717,-8.705816155,0.037709774,0.001422027,0.010755229,0.059397726,0.113857999,0.105149711,-0.04211894,0.252418363,6.630051557,4.96797747,4.980029782,1.424993515,0.158773521,0.91127124,-7.667039301,0.075137067,0.005645579,0.105149711,0.289745947,0.408547071,0.961863592,-0.057268511,0.522834348
ENSG00000110330,BIRC2,chr11,protein_coding,Auto,9.94E-05,-0.020407658,0.020606521,6.608328812,6.654815048,6.654715617,0.009571652,0.992374325,0.998326139,-9.346346084,0.010462801,0.00010947,9.94E-05,0.050010376,0.100015418,-0.029583776,-0.078494415,0.019326862,6.130105518,5.822059437,5.850997381,-1.207161549,0.231589475,0.926282396,-7.932150487,0.024954407,0.000622722,0.029583776,0.221477666,0.328680058,0.996077762,-1.588619073,0.94392679
ENSG00000110344,UBE4A,chr11,protein_coding,Auto,0.014814162,-0.006815095,0.036443418,7.034412307,7.281828208,7.267014047,1.352080964,0.178154871,0.934967595,-8.463738026,0.011035335,0.000121779,0.014814162,0.269569593,0.384169852,0.003956637,-0.04089563,0.048808904,6.510340226,6.267324796,6.297983729,0.176058481,0.860775924,0.994129994,-8.665648879,0.02288381,0.000523669,0.003956637,0.05345794,0.105149608,0.956438981,0.149551769,0.440559131
ENSG00000110367,DDX6,chr11,protein_coding,Auto,0.008356111,-0.011831753,0.028543974,8.907135989,9.069555048,9.061198938,0.817110953,0.415014678,0.982329245,-9.120552705,0.01029993,0.000106089,0.008356111,0.128372245,0.209956154,0.013676016,-0.03907779,0.066429821,8.223649259,9.150150603,9.191032459,0.517393434,0.606575521,0.977030856,-8.504404915,0.026915207,0.000724428,0.013676016,0.080297704,0.14418245,0.959341589,0.024539481,0.490211146
ENSG00000110395,CBL,chr11,protein_coding,Auto,0.007774114,-0.021540682,0.037088909,6.835948577,6.888373364,6.880599251,0.523517516,0.601299516,0.987780657,-9.225520818,0.014956528,0.000223698,0.007774114,0.081576322,0.145772687,0.033473535,-0.038152856,0.105099927,6.29811906,6.518917171,6.540288504,0.932703546,0.354302358,0.953478522,-8.239784412,0.036544077,0.00133547,0.033473535,0.151045338,0.240411261,0.959651253,-0.000917517,0.500366036
ENSG00000110400,PVRL1,chr11,protein_coding,Auto,-0.026375167,-0.06358138,0.010831047,4.594794189,4.628948275,4.655323441,-1.399416342,0.163519785,0.931568096,-8.039504171,0.018982762,0.000360345,0.026375167,0.285252975,0.402080888,-0.0302788,-0.121836789,0.061279188,4.464909841,4.9580042,4.949292771,-0.660020664,0.51148988,0.970883579,-8.239266053,0.046713259,0.002182129,0.0302788,0.099734539,0.171507247,0.911724086,0.792728872,0.213967902
ENSG00000110422,HIPK3,chr11,protein_coding,Auto,-0.005564709,-0.029726119,0.018596701,7.496307956,7.654611516,7.660176224,-0.454660687,0.649936451,0.988161107,-9.299446114,0.01232725,0.000151961,0.005564709,0.073724205,0.134594572,0.030660931,-0.043581744,0.104903606,7.12944929,6.568445838,6.494321023,0.824227003,0.412717944,0.964382787,-8.34136685,0.037878916,0.001434812,0.030660931,0.128382429,0.210514221,0.974951356,-0.193400098,0.576677181
ENSG00000110427,KIAA1549L,chr11,protein_coding,Auto,-0.00118515,-0.030857379,0.028487078,7.750452106,7.885295761,7.886480911,-0.078847963,0.937246776,0.995986139,-9.411684805,0.015138892,0.000229186,0.00118515,0.050704414,0.101046099,0.053244487,-0.01602626,0.122515235,7.730507226,7.828497858,7.828289071,1.534051314,0.129698129,0.899440648,-7.488317368,0.035342218,0.001249072,0.053244487,0.327424366,0.450558085,0.988012717,-0.627922366,0.734972601
ENSG00000110429,FBXO3,chr11,protein_coding,Auto,0.007297777,-0.01081004,0.025405594,6.488132335,6.301617116,6.29431934,0.79559434,0.42738316,0.982329245,-9.019244751,0.009238682,8.54E-05,0.007297777,0.124196112,0.204384255,0.017129909,-0.018254546,0.052514364,6.052094677,5.479760888,5.451475569,0.966179154,0.337408699,0.947675806,-8.189995863,0.018053293,0.000325921,0.017129909,0.158639397,0.250254364,0.942578195,0.387926612,0.349035172
ENSG00000110435,PDHX,chr11,protein_coding,Auto,-0.001066299,-0.026396175,0.024263577,5.57873713,5.48588492,5.486951218,-0.083102333,0.933868456,0.995986139,-9.218228662,0.012923406,0.000167014,0.001066299,0.050782517,0.101162012,0.02775606,-0.022704736,0.078216856,5.979177613,6.03294423,6.011750688,1.097788883,0.276203172,0.938610953,-8.054506689,0.025745304,0.000662821,0.02775606,0.191208345,0.291546115,0.990741466,-0.907040043,0.817807189
ENSG00000110436,SLC1A2,chr11,protein_coding,Auto,0.049608103,0.01117478,0.088041427,8.887853386,9.259384223,9.209776119,2.548073091,0.011722325,0.60069498,-6.251047559,0.019608839,0.000384507,0.049608103,0.716889419,0.814087175,0.058971659,-0.005615691,0.123559009,8.546582539,9.697390493,9.641969299,1.822262728,0.072851668,0.832769753,-6.975762169,0.03295273,0.001085882,0.058971659,0.435078849,0.563476516,0.290306054,2.691798366,0.003553395
ENSG00000110442,COMMD9,chr11,protein_coding,Auto,-0.017669183,-0.053789378,0.018451012,4.849425695,4.620922639,4.638591822,-0.965680763,0.335582889,0.965801797,-8.617316174,0.018428671,0.000339616,0.017669183,0.160462546,0.251863814,0.030424302,-0.023980948,0.084829551,4.579858704,3.654567814,3.649961453,1.116078976,0.268351666,0.936992782,-7.843007587,0.02775778,0.000770494,0.030424302,0.196070963,0.297589047,0.915335155,0.699193952,0.242215415
ENSG00000110455,ACCS,chr11,protein_coding,Auto,0.013669695,-0.073495977,0.100835368,2.994606387,3.01770453,3.004034836,0.309585454,0.757257354,0.989640717,-8.531452993,0.044472282,0.001977784,0.013669695,0.060924584,0.116089905,0.059231648,-0.070120235,0.188583531,2.213890978,1.856602605,1.868136307,0.91389473,0.364029999,0.954676197,-7.501436306,0.065995859,0.004355453,0.059231648,0.14690227,0.235005032,0.982148841,-0.379449523,0.647822959
ENSG00000110492,MDK,chr11,protein_coding,Auto,0.001158083,-0.047278375,0.049594541,5.277606188,4.719113999,4.717955915,0.047199188,0.962410168,0.996592234,-9.169217224,0.024712479,0.000610707,0.001158083,0.050252347,0.10037489,-0.037347148,-0.148057958,0.073363662,3.913881777,4.244638838,4.214832582,-0.67325956,0.503084318,0.970811021,-8.093758747,0.056485107,0.003190567,0.037347148,0.101793422,0.174359223,0.996077762,-1.473089867,0.929636597
ENSG00000110497,AMBRA1,chr11,protein_coding,Auto,-0.002046923,-0.026417557,0.022323711,5.977842058,5.791846434,5.793893357,-0.165806619,0.868507194,0.990774079,-9.267096085,0.012433997,0.000154604,0.002046923,0.053119488,0.104623455,0.033945283,-0.016576985,0.084467552,6.373999253,5.637418349,5.580168316,1.34094731,0.184439402,0.915378165,-7.782256767,0.025776667,0.000664437,0.033945283,0.262223098,0.376957326,0.983384103,-0.416681715,0.661544385
ENSG00000110514,MADD,chr11,protein_coding,Auto,0.008809403,-0.014658251,0.032277057,7.180690181,7.192038532,7.183229128,0.741044006,0.459694516,0.983531926,-9.112415711,0.011973293,0.00014336,0.008809403,0.114142358,0.190851254,-0.015415876,-0.063564336,0.032732583,6.67329783,6.8055964,6.789076067,-0.639000115,0.524988605,0.970968225,-8.478736851,0.024565541,0.000603466,0.015415876,0.096554429,0.167086597,0.957927945,0.048152316,0.480797426
ENSG00000110583,NAA40,chr11,protein_coding,Auto,-0.013043425,-0.040925055,0.014838205,5.768213692,5.876738315,5.889781739,-0.923508058,0.357058302,0.968807823,-8.824302979,0.014225321,0.00020236,0.013043425,0.150776501,0.239377906,-0.052182689,-0.114066115,0.009700737,4.844248909,4.743203802,4.811162164,-1.682934526,0.097015025,0.876983292,-7.113044229,0.031573176,0.000996865,0.052182689,0.381852587,0.508903762,0.882888651,1.0355468,0.150206811
